reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
71f4c182-d9f8-4e7d-96c0-68f014b28f72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dulu sangat baik aplikasi ini, sangat membantu walaupun byk iklan, sekarang tidak ada maafaatnya sama sekali, makanya skr liat rating nya kebanyakan cuma satu badan ntang kan, tlg di pertimbangkan jangan gara gara mengejar premium tapi di tinggalkan, terima kasih",1,22,7.0.2,2024-09-14 00:34:29,"Tim Getcontact mengucapkan terima kasih atas komentar Anda berikan. Kami telah melakukan perubahan pada beberapa fitur karena meningkatnya biaya teknologi. Kami memahami bahwa ini mengecewakan pelanggan dan kami mohon maaf. Kami menerima semua saran Anda dan sedang berupaya untuk meningkatkan pengalaman Anda. Hormat kami, Tim ahli Getcontact",2024-09-14 12:43:47,7.0.2
1f20e2a5-539d-44dd-a2d7-4ad79919963f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kecewa dengan fitur lihat penanda sekarang ada batasan nya terutama diberikan secara bulanan bukan mingguan, apalagi ini fitur paling berguna buat anti penipuan/spam. Tolong opsi nya di kembalikan lagi dan bila tidak bisa, beri masukan iklan aja untuk melihat Tag kontak lain.",1,36,7.0.2,2024-09-11 12:37:14,"Halo,
Terima kasih atas komentar dan masukan Anda. Kami telah melakukan perubahan pada beberapa fitur karena biaya teknologi telah meningkat. Kami memahami bahwa hal ini dapat mengecewakan dan kami mohon maaf. Kami sangat menerima masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda.
Hormat kami,
Tim ahli Getcontact",2024-09-11 14:17:47,7.0.2
3b22f49f-ad72-4448-96db-8094e053ae04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masa harus premium dulu untuk lihat tagar nya. untuk perbaruan ini aku nggak bksa kasih bintang 5 Soalnya kecewa dengan app nya yang sekarang. apa"" harus premium. yang punya duit nggak masalah kalua kayak kita yang hanya penghasilan nya yang cukup untuk hidup sehari"" gimana",1,1066,7.0.2,2024-09-07 14:14:12,"Halo,
Terima kasih atas komentar dan masukan Anda. Kami telah melakukan perubahan pada beberapa fitur karena biaya teknologi telah meningkat. Kami memahami bahwa hal ini dapat mengecewakan dan kami mohon maaf. Kami sangat menerima masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda.
Hormat kami,
Tim ahli Getcontact",2024-09-07 16:18:42,7.0.2
795c0a8f-4cbc-4a98-b5a6-026c6a0f1ed7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya penguna prabayar, saya mencari contak munculnya, anda telah mencapai batas maksimum dari penggunaan getcontact. Dari awal saya tau seperti ini saya Tdk akan prabayar sama aplikasi ini, sangat Tdk puas sama aplikasi ini. Terakhir aku berlangganan sama aplikasi ini",1,96,7.0.2,2024-09-07 08:34:41,"Hai,
Kami telah menerima umpan balik Anda dan kami terpaksa melakukan beberapa perubahan karena adanya peningkatan biaya teknologi. Kami memahami kekecewaan Anda maka dari itu kami mohon maaf. Kami menghargai semua masukan dari Anda dan sedang berupaya melakukan perbaikan.
Hormat kami,
Tim ahli Getcontact",2024-09-07 12:44:25,7.0.2
63cce0db-4299-4c2a-8e28-fb4bcab0d695,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sejak diupdate fitur penanda gak bisa, padahal ini dulu dengan iklan masih di Terima. Sekarang harus berlangganan (ini utk yg spam/ tiap hari pake dan banyak) kalo sehari 3 sd 5 nomor harusnya iklan cukup. 😡",1,51,7.0.2,2024-09-09 02:26:36,"Tim Getcontact mengucapkan terima kasih atas komentar Anda berikan. Kami telah melakukan perubahan pada beberapa fitur karena meningkatnya biaya teknologi. Kami memahami bahwa ini mengecewakan pelanggan dan kami mohon maaf. Kami menerima semua saran Anda dan sedang berupaya untuk meningkatkan pengalaman Anda. Hormat kami, Tim ahli Getcontact",2024-09-09 07:51:53,7.0.2
cdb30163-9d26-4d3f-b131-2ce9a179cae6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kecewa banget . Awalnya ini aplikasi membantu banget buat kita yg orgnya introvert untuk cek nomor yg gak dikenal , sampe semua temen² aku rekomendasikan aplikasi ini .. Tpi skrg semenjak berbayar , saya uninstal dulu deh .. Rugi banget bayar aplikasi yg cuma dipakai sekali² .",1,42,7.0.2,2024-09-10 12:54:11,"Tim Getcontact telah menerima komentar Anda dan kami telah membuat perubahan pada beberapa fitur dalam rangka peningkatan biaya teknologi. Kami memahami bahwa hal ini sangat mengecewakan dan kami mohon maaf. Kami menerima masukan Anda dan sedang berusaha untuk meningkatkan pengalaman Anda. Hormat kami, Tim ahli Getcontact",2024-09-10 14:14:34,7.0.2
c31d9855-d80b-44b7-9f3e-9ebe155778e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sebelumnya berlangganan premium, karna keterbatasan biaya saya stop langganan, saya batalkan langgalan di google play nya. Tapi kok masih nagih terus ya? Walakhir kepotong karna kebetulan uangnya ada pas pas di spay. gmna caranya biar ke cancel langganan nya dan tidak meneruskan lagi?",3,25,7.0.2,2024-09-05 13:46:21,"Halo, Terima kasih telah menghubungi kami. Kami akan memeriksa detail langganan Anda. Silahkan hubungi kami dari halaman 'Hubungi kami' di aplikasi atau isi formulir lewat tautan di bawah ini agar kami bisa segera menghubungi Anda.
https://www.getcontact.com/send-report
Terima kasih. - Getcontact Team",2024-09-05 19:40:38,7.0.2
1be07c72-f7d7-42e1-8014-4a76ca67c2a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saran : bisakah dibuat jika ingin cek penanda perlu menonton iklan dulu misalnya entah 1-4 kali pemutaran iklan. Paling tidak ada opsi untuk pengguna yang tidak berlangganan premium. Terimakasih,3,239,7.0.2,2024-09-08 11:44:43,,,7.0.2
292d4eaf-e69f-4b58-a2ca-2e9e88998621,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Fitur nya beda banget + maksa buat bayar padahal dulu fitur nya gak begini + fine fine aja yang sekarang banyak iklan, terus pembayaran paksa, peningkatan teknologi apa nya.. Setahu saya kalau peningkatan teknologi dan di aplikasi sudah tersedia iklan maka pencipta aplikasi nya juga tetap menerima uang atas iklan yang di pasang mana sekarang juga di limited untuk melihat nomer gak di kenal, jujur sama aplikasi ini kecewa banget dah",1,4305,6.9.1,2024-07-30 13:52:48,,,6.9.1
aa4327ac-fb88-41c2-9815-3d089e0ba22d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awalnya aplikasi ini sangat bagus, bahkan semua hp sya dan teman teman saya pasangkan ini untuk bisa cari informasi jika dibutuhkan apalagi untuk menanggulangi penipuan. Tapi semenjak diperbarui malah sama sekali gabisa ngecek # orang lain. Kita download get contact kan untuk bisa cari tau itu nomer siapa dan segala infonya. Tapi kalau terus apa apa harus prabayar dulu ya buat apa di instal. Fungsi utamanya saja hilang.",1,23,7.0.2,2024-09-09 03:30:14,"Halo,
Tim Getcontact telah saran dari Anda dan karena pengkatan biaya teknologi, kami harus melakukan perubahan pada beberapa fitur. Kami memahami kekecewaan Anda alami dan kami mohon maaf atas hal tersebut. Kami sangat menghargai masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda. Hormat kami,
Tim ahli Getcontact",2024-09-09 09:18:15,7.0.2
d24f5b5d-4bca-4191-858c-5d18f988f63b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya berlangganan tiap bulan, tetapi pas saya ganti hp aneh tidak bisa masuk, padahal saya nyantumkan nomer telepon dan email saya dengan benar, pas verifikasi nomer hp tiba tiba dari sistem nomer hp saya berubah nomer nya kurang 1 ? Maka nya tidak bisa terhubung, tolong manajemen getcontact di perbaiki sistem aplikasi nya.. terus saya mau batalin langganan ko tidak bisa ya ? Ke sedot terus saldo nya .... Terimakasih 🙏",1,32,7.0.2,2024-09-06 04:47:52,"Halo,Kami ingin melihat situasi yang Anda alami. Anda dapat menghubungi perwakilan Getcontact dengan mengisi formulir https://www.getcontact.com/send-report, silahkan cantumkan nomor telepon dan alamat email Anda, dan melampirkan tangkapan layar atau video pendek yang menjelaskan masalahnya. Kami akan dengan senang hati membantu Anda. - Getcontact",2024-09-06 07:48:49,7.0.2
1ab1d30c-01ae-4a67-8bd5-4611e1b43100,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dulu berguna bangettt. Sekarang ga guna banget sih . Dulu dikasih jatah beberapa kali tiap bulan . Sekarang harus bayar premium. Ga rekomended karena ga semua org tuh punya bisnis yg perlu cek tagar banyak. Mau langganan premium juga mahal kalo buat org biasa yg ngecek tagar sebulan sekali aja blm tentu . Saran daripada limit banyak bulanan mending jual aja limit bijian 1-5 biji gitu harga under 3k gitu kek.,1,27,7.0.2,2024-09-08 11:13:45,"Halo,
Tim Getcontact telah saran dari Anda dan karena pengkatan biaya teknologi, kami harus melakukan perubahan pada beberapa fitur. Kami memahami kekecewaan Anda alami dan kami mohon maaf atas hal tersebut. Kami sangat menghargai masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda. Hormat kami,
Tim ahli Getcontact",2024-09-08 11:34:47,7.0.2
70adecf1-22e0-4abc-a190-d30fb7abd860,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Fasilitasnya skrng berubah, sudah tidak bisa melihat penandanya lagi, diwajibkan bayar dulu 19000/bulan padahal dulu tak dibayar sama sekali selama beberapa tahun. Mana inti utama aplikasi ini untuk melihat penandanya. jadi bintangnya aku kurangi. sorry🙏🏻",2,6349,6.9.1,2024-07-07 10:15:08,"Halo, terima kasih atas komentar dan masukan Anda. Kami telah melakukan perubahan pada beberapa fitur karena biaya teknologi telah meningkat. Kami memahami bahwa hal ini dapat mengecewakan dan kami mohon maaf. Kami sangat menerima masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda.Hormat kami,
Tim ahli Getcontact",2024-07-07 11:33:21,6.9.1
9e39e26a-2fc0-4bf3-ba0d-6e7e21839cfa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sementara bintang satu dulu Karena sekarang aplikasinya tidak berfungsi seperti semula selalu setiap mengecek nomor yang tidak dikenal untuk iklan premium dan setelah di close iklan premium-nya selalu tidak bisa menampilkan kembali sudah dicoba beberapa kali tetap seperti itu jadi untuk tolong bisa diperbaiki kembali aplikasinya,1,4210,6.9.1,2024-07-04 04:13:29,,,6.9.1
0c3696de-2235-4657-adf5-df72ce4a4a1f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah di update malah banyak keluhan ,tiba tiba ada iklan, batas pencarian ada limit juga, mana disuruh premium. mending kaya versi kemarin aja, anti iklan dan kalo nyari nomor orang gak ada limitnya. Intinya kecewa dah sama versi sekarang ini apk",1,1292,6.9.1,2024-07-24 14:15:46,"Tim Getcontact telah menerima komentar Anda dan kami telah membuat perubahan pada beberapa fitur dalam rangka peningkatan biaya teknologi. Kami memahami bahwa hal ini sangat mengecewakan dan kami mohon maaf. Kami menerima masukan Anda dan sedang berusaha untuk meningkatkan pengalaman Anda. Hormat kami, Tim ahli Getcontact",2024-07-25 05:31:33,6.9.1
279caf12-4653-406a-9ead-20fc3f1b663d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya baru saja menghapus instal aolikasi ini dan mendownloadnya kembali. Jadi, jika aplikasi ini dijadikan panggilan default, saya tdk pernah bisa menelphon siapapun dalam kontak sy kecuali telp menggunakan aplikasi WA. Begitu tekan call, layar langsung blank tidak ada tulisan apapun. Lama sy mencari mengapa spt itu. Akhirnya setelah coba hapus dan download kembali kmdian tidak mengizinkan jadi default panggilan baru saya bisa kembali telp (biasa) menggunakan pulsa.",3,988,7.0.0,2024-08-10 23:25:45,"Halo, Mohon maaf atas ketidaknyamanannya. Silahkan hubungi kami dengan mengirimkan email ke support@getcontact.com dengan menyertakan nomor telepon dan alamat emaill serta deskripsi masalah serta tangkapan layarnya. - Getcontact Team",2024-08-11 12:44:53,7.0.0
f71506d2-129c-43e3-9c7a-26179a24189f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Uda enak2 dipake sekarang dipaksa berlangganan. Klo cuma ada iklan ok dimaklumi. Tapi klo untuk ngecek gak bisa dan harus berlangganan ya malas lah mau pake lagi. Auto uninstal. Kemunduran untuk aplikasi ini bakal ditinggal banyak pengguna nya.,1,1455,6.9.1,2024-07-02 15:50:55,,,6.9.1
3ee1208a-f9d3-49a7-826f-6a4c0f76424d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Untuk saran yang tepat untuk kalian mending jan download karena sekarang mereka(get contact) tidak bisa lagi dibuat untuk melihat tagar seseorang, jika ingin melihat kemungkinan suangat2 besar akan disuruh premium dengan bayar 19000.00 sangat tidak menguntungkan dan sangat mengecewakan penduduk dunia dengan iklannya yang sangat terlihat lancar dan seperti realistis, namun aslinya jauh2 0℅sangat dari iklannya",1,1616,6.9.1,2024-07-04 20:31:59,"Tim Getcontact telah menerima komentar Anda dan kami telah membuat perubahan pada beberapa fitur dalam rangka peningkatan biaya teknologi. Kami memahami bahwa hal ini sangat mengecewakan dan kami mohon maaf. Kami menerima masukan Anda dan sedang berusaha untuk meningkatkan pengalaman Anda. Hormat kami, Tim ahli Getcontact",2024-07-05 11:45:26,6.9.1
0dc58f75-d36a-4f7a-8a7c-b7f491a5bbbf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sorry saya Uninstall. Karena ga kek dlu yg masih d kasih kesempatan untuk lihat tagar beberapa kali saja. Skrng sama sekali ga bisa harus premium. Udh gada fungsinya klo ga Premium.,1,10,7.0.2,2024-09-07 23:09:15,"Halo,
Tim Getcontact telah saran dari Anda dan karena pengkatan biaya teknologi, kami harus melakukan perubahan pada beberapa fitur. Kami memahami kekecewaan Anda alami dan kami mohon maaf atas hal tersebut. Kami sangat menghargai masukan Anda dan sedang berupaya untuk meningkatkan pengalaman Anda. Hormat kami,
Tim ahli Getcontact",2024-09-08 10:37:42,7.0.2
39b0e999-ed9f-4ed8-b307-5058b72975cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hilangkan get premium,dulu bagus banget aplikasi ini tapi sekarang saya rasa sudah tidak bagus lagi karena dlu bisa cek id pemanggil yg tidak di kenal gratis,kalau updetan yg sekarang tidak bisa malah di suruh berlangganan get premium.kasi bintang dua aja",1,276,7.0.2,2024-09-06 01:12:17,"Hai,
Kami telah menerima umpan balik Anda dan kami terpaksa melakukan beberapa perubahan karena adanya peningkatan biaya teknologi. Kami memahami kekecewaan Anda maka dari itu kami mohon maaf. Kami menghargai semua masukan dari Anda dan sedang berupaya melakukan perbaikan.
Hormat kami,
Tim ahli Getcontact",2024-09-06 07:59:19,7.0.2
3f4366c4-305e-40c9-b224-96472a6a4edd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tidak perlu ada perubahan fitur klo itu yg buat harganya naik kek dulu aja simpel,biaya teknologi nya juga ndk naik. Ini pake diubah jadinya biayanya naik balik kek dulu aja",1,0,7.1.1,2024-09-15 18:54:41,,,7.1.1
